Value Set Name,External ID,Value Set ID,Code system,Code,Description,Output Reason,Single Soft,Single Hard,Hard,Soft,Only if these Codes are not present,Reason,NDC Required
,,,HCPCS,J1631,"Injection, haloperidol decanoate, per 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1650,"Injection, enoxaparin sodium, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1730,"Injection, diazoxide, up to 300 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1458,"Injection, galsulfase, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1551,"Injection, immune globulin (cutaquig), 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1597,"Injection, glycopyrrolate (glyrx-pf), 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1599,"Injection, immune globulin, intravenous, non-lyophilized (e.g., liquid), not otherwise specified, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1580,"Injection, garamycin, gentamicin, up to 80 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3411,"Injection, thiamine hcl, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3315,"Injection, triptorelin pamoate, 3.75 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3121,"Injection, testosterone enanthate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3246,"Injection, tirofiban hcl, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3465,"Injection, voriconazole, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7168,"Prothrombin complex concentrate (human), kcentra, per i.u. of factor ix activity",Included rule,,,,,,,Yes
,,,HCPCS,J7070,"Infusion, d5w, 1000 cc",Included rule,,,,,,,Yes
,,,HCPCS,J3430,"Injection, phytonadione (vitamin k), per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3486,"Injection, ziprasidone mesylate, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9319,"Injection, romidepsin, lyophilized, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9334,"Injection, efgartigimod alfa, 2 mg and hyaluronidase-qvfc",Included rule,,,,,,,Yes
,,,HCPCS,J9333,"Injection, rozanolixizumab-noli, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9296,"Injection, pemetrexed (accord), not therapeutically equivalent to j9305, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4118,"Matristem micromatrix, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4139,"Amniomatrix or biodmatrix, injectable, 1 cc",Included rule,,,,,,,Yes
,,,HCPCS,J0595,"Injection, butorphanol tartrate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0601,"Sevelamer carbonate (renvela or therapeutically equivalent), oral, 20 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0572,"Buprenorphine/naloxone, oral, less than or equal to 3 mg buprenorphine",Included rule,,,,,,,Yes
,,,HCPCS,J0570,"Buprenorphine implant, 74.2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0520,"Injection, bethanechol chloride, myotonachol or urecholine, up to 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0401,"Injection, aripiprazole (abilify maintena), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0280,"Injection, aminophyllin, up to 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0217,"Injection, velmanase alfa-tycv, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0287,"Injection, amphotericin b lipid complex, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0210,"Injection, methyldopate hcl, up to 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9380,"Injection, teclistamab-cqyv, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9394,"Injection, fulvestrant (fresenius kabi) not therapeutically equivalent to j9395, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9350,"Injection, mosunetuzumab-axgb, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9400,"Injection, ziv-aflibercept, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9000,"Injection, doxorubicin hydrochloride, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8530,"Cyclophosphamide; oral, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8540,"Dexamethasone, oral, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7660,"Isoproterenol hcl, inhalation solution, compounded product, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7635,"Atropine, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Included rule,,,,,,,Yes
,,,HCPCS,J0714,"Injection, ceftazidime and avibactam, 0.5 g/0.125 g",Included rule,,,,,,,Yes
,,,HCPCS,J0741,"Injection, cabotegravir and rilpivirine, 2mg/3mg",Included rule,,,,,,,Yes
,,,HCPCS,J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0614,"Injection, treosulfan, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0616,"Injection, metoprolol tartrate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0604,"Cinacalcet, oral, 1 mg, (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0620,"Injection, calcium glycerophosphate and calcium lactate, per 10 ml",Included rule,,,,,,,Yes
,,,HCPCS,J0696,"Injection, ceftriaxone sodium, per 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0665,"Injection, bupivicaine, not otherwise specified, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0687,"Injection, cefazolin sodium (wg critical care), not therapeutically equivalent to j0690, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5138,"Injection, ustekinumab-auub (wezlana), biosimilar, intravenous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5123,"Injection, rituximab-arrx, biosimilar, (riabni), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7170,"Injection, emicizumab-kxwh, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9953,"Injection, iron-based magnetic resonance contrast agent, per ml",Included rule,,,,,,,Yes
,,,HCPCS,J0887,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J1729,"Injection, hydroxyprogesterone caproate, not otherwise specified, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9054,"Injection, bortezomib (boruzu), 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9049,"Injection, bortezomib (hospira), not therapeutically equivalent to j9041, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9041,"Injection, bortezomib, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9036,"Injection, bendamustine hydrochloride, (belrapzo/bendamustine), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9249,"Injection, melphalan (apotex), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9219,"Leuprolide acetate implant, 65 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9200,"Injection, floxuridine, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9175,"Injection, elliotts' b solution, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J9074,"Injection, cyclophosphamide (sandoz), 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9171,"Injection, docetaxel, 1 mg",Included rule,,,,,,,Yes
